Time,Position_X,Position_Y,Linear_Velocity,Angular_Velocity
1751593670.6387007,0.00021337717855979266,-8.872194235116525e-05,0.00400970560231477,1.9565184090179122e-05
1751593670.640361,0.0003788805639531323,-0.00017968311098263398,-0.0014672874862221809,5.163038150562566e-05
1751593670.64077,0.00038150770408046375,-0.00017749575671207314,0.00400970549749919,1.9565744817852037e-05
1751593670.6414223,0.00038063881539190936,-0.00017870714764522892,0.00045005163114796866,2.1399536298372742e-05
1751593670.6419265,0.00037963796450024567,-0.00018008290069324064,-0.0014672874833096831,5.163039411753346e-05
1751593670.6422896,0.0002125079559656129,-8.993308959256589e-05,0.00045005133698512804,2.1394989625378426e-05
1751593670.642636,0.00038226510190281227,-0.00017789554314821766,0.00400970549983596,1.956574732838612e-05
1751593670.6429803,0.00021150672841407925,-9.130854971245623e-05,-0.0014672883863830822,5.162758884628877e-05
1751593670.6441464,0.0003813962147183325,-0.0001791069351787778,0.0004500516327611733,2.1399556760953438e-05
1751593670.6514435,0.00021413447061824353,-8.912191913841176e-05,0.004009705603306924,1.956518660846311e-05
1751593670.6544993,0.00038039536552370024,-0.0001804826895461432,-0.0014672874802573546,5.1630406770695996e-05
1751593670.6612554,0.00021326524952819392,-9.033306747777896e-05,0.00045005133852644367,2.139501010900264e-05
1751593670.671447,0.00021226402367291453,-9.17085289172484e-05,-0.0014672883827857993,5.162760151948137e-05
1751593670.681248,0.00021489176315331315,-8.952189506820528e-05,0.0040097056043152,1.9565189165763992e-05
1751593670.687939,0.0003830225002011689,-0.000178295328726683,0.004009705502215905,1.956574985246084e-05
1751593670.6883693,0.00038215361452098584,-0.0001795067218549529,0.00045005163444781105,2.139957724182129e-05
1751593670.6887121,0.00038115276702327394,-0.00018088247754163036,-0.0014672874772149265,5.163041942007867e-05
1751593670.6908362,0.0002140225435669496,-9.073304450569228e-05,0.00045005134002682243,2.1395030554745082e-05
1751593670.6951017,0.00038377989897592224,-0.00017869511344775047,0.0040097055046174135,1.9565752364098478e-05
1751593670.7012324,0.00021302131940820201,-9.210850726481152e-05,-0.0014672883792473212,5.162761413973073e-05
1751593670.7046564,0.0003829110147998138,-0.00017990650767350414,0.00045005163605758207,2.139959776490323e-05
1751593670.7109654,0.0002156490561648905,-8.992187014107158e-05,0.004009705605375079,1.9565191694376826e-05
1751593670.7154808,0.00038191016899885577,-0.00018128226467956665,-0.0014672874742555529,5.1630432075810364e-05
1751593670.7211435,0.0002147798380826571,-9.113302067621966e-05,0.00045005134150743776,2.139505106407295e-05
1751593670.7254453,0.0003845372982265727,-0.00017909489731120443,0.0040097055069204844,1.956575488423213e-05
1751593670.7319582,0.0002137786156203303,-9.250848475519702e-05,-0.0014672883757695949,5.162762674429203e-05
1751593670.7415726,0.0002164063496531421,-9.032184435648808e-05,0.004009705606292534,1.9565194229502795e-05
1751593670.7515655,0.0002155371330747058,-9.1532995989515e-05,0.00045005134294288246,2.1395071527866076e-05
1751593670.7529683,0.000383668415555094,-0.00018030629263436325,0.00045005163774790096,2.1399618228211472e-05
1751593670.7533495,0.0003826675714507233,-0.0001816820509595594,-0.0014672874712546417,5.163044469826723e-05
1751593670.755844,0.0003852946979536198,-0.00017949468031678095,0.0040097055093440605,1.956575738855389e-05
1751593670.761895,0.0002145359123090218,-9.290846138806816e-05,-0.0014672883722248288,5.1627639381587875e-05
1751593670.7660136,0.0003844258167863268,-0.00018070607673761655,0.0004500516394444849,2.13996387544378e-05
1751593670.771829,0.00021716364361806795,-9.07218177146101e-05,0.004009705607412485,1.9565196759802865e-05
